Datum;Last;Erzeugung
18.3.22 8:15;347.928;123.135
18.3.22 8:30;362.461;123.903
18.3.22 8:45;353.923;123.454
18.3.22 9:00;341.537;122.606
18.3.22 9:15;334.295;109.303
18.3.22 9:30;334.905;109.632
18.3.22 9:45;335.200;108.781
18.3.22 10:00;336.890;109.731
18.3.22 10:15;333.569;103.588
18.3.22 10:30;332.855;99.464
18.3.22 10:45;334.836;98.901
18.3.22 11:00;336.278;99.078
18.3.22 11:15;333.681;98.994
18.3.22 11:30;337.846;102.060
18.3.22 11:45;346.273;103.217
18.3.22 12:00;352.926;102.976
18.3.22 12:15;356.136;103.437
18.3.22 12:30;341.192;104.216
18.3.22 12:45;346.581;102.317
18.3.22 13:00;350.132;94.892
18.3.22 13:15;346.584;85.464
18.3.22 13:30;354.668;77.342
18.3.22 13:45;324.051;76.353
18.3.22 14:00;336.478;78.000
18.3.22 14:15;329.347;73.786
18.3.22 14:30;337.185;72.458
18.3.22 14:45;325.478;75.863
18.3.22 15:00;318.866;89.684
18.3.22 15:15;335.852;103.104
18.3.22 15:30;335.698;108.236
18.3.22 15:45;341.628;108.843
18.3.22 16:00;324.188;108.557
18.3.22 16:15;324.112;108.688
18.3.22 16:30;335.037;108.774
18.3.22 16:45;338.409;108.362
18.3.22 17:00;343.349;108.051
18.3.22 17:15;328.375;108.205
18.3.22 17:30;332.322;107.738
18.3.22 17:45;334.231;107.948
18.3.22 18:00;340.591;106.495
18.3.22 18:15;320.891;106.368
18.3.22 18:30;337.564;104.882
18.3.22 18:45;343.341;103.178
18.3.22 19:00;313.892;106.663
18.3.22 19:15;293.387;106.946
18.3.22 19:30;296.277;107.144
18.3.22 19:45;299.543;106.554
18.3.22 20:00;297.318;104.444
18.3.22 20:15;297.715;104.593
18.3.22 20:30;274.885;104.346
18.3.22 20:45;279.111;104.207
18.3.22 21:00;277.917;102.650
18.3.22 21:15;279.161;103.783
18.3.22 21:30;261.078;104.297
18.3.22 21:45;263.220;102.858
18.3.22 22:00;259.690;101.501
18.3.22 22:15;260.839;100.969
18.3.22 22:30;247.181;101.092
18.3.22 22:45;245.053;101.002
18.3.22 23:00;285.185;99.633
18.3.22 23:15;284.421;101.197
18.3.22 23:30;283.939;102.795
18.3.22 23:45;270.692;103.059
19.3.22 0:00;270.263;104.391
19.3.22 0:15;272.611;103.792
19.3.22 0:30;280.291;103.026
19.3.22 0:45;249.389;102.167
19.3.22 1:00;264.585;103.370
19.3.22 1:15;257.612;103.059
19.3.22 1:30;265.060;102.994
19.3.22 1:45;256.717;103.783
19.3.22 2:00;231.910;102.985
19.3.22 2:15;244.192;103.180
19.3.22 2:30;249.009;103.649
19.3.22 2:45;248.780;105.021
19.3.22 3:00;254.017;104.145
19.3.22 3:15;236.799;102.877
19.3.22 3:30;245.911;101.577
19.3.22 3:45;246.917;101.306
19.3.22 4:00;251.547;102.169
19.3.22 4:15;253.209;102.210
19.3.22 4:30;236.914;101.702
19.3.22 4:45;247.915;101.497
19.3.22 5:00;249.653;100.560
19.3.22 5:15;261.147;102.831
19.3.22 5:30;256.760;102.971
19.3.22 5:45;248.369;102.329
19.3.22 6:00;258.611;96.436
19.3.22 6:15;256.123;90.433
19.3.22 6:30;264.812;88.957
19.3.22 6:45;250.755;88.629
19.3.22 7:00;248.778;87.360
19.3.22 7:15;261.099;87.781
19.3.22 7:30;274.201;88.355
19.3.22 7:45;268.485;88.438
19.3.22 8:00;262.242;90.829
19.3.22 8:15;283.672;91.392
19.3.22 8:30;285.643;92.806
19.3.22 8:45;302.220;93.037
19.3.22 9:00;285.956;94.359
19.3.22 9:15;300.877;88.909
19.3.22 9:30;304.864;89.980
19.3.22 9:45;315.182;86.848
19.3.22 10:00;303.063;87.460
19.3.22 10:15;301.193;87.126
19.3.22 10:30;310.688;85.459
19.3.22 10:45;314.180;84.230
19.3.22 11:00;322.467;86.676
19.3.22 11:15;301.237;80.773
19.3.22 11:30;309.887;78.432
19.3.22 11:45;308.528;78.368
19.3.22 12:00;314.200;80.118
19.3.22 12:15;306.113;80.204
19.3.22 12:30;300.932;78.136
19.3.22 12:45;310.848;77.570
19.3.22 13:00;313.195;80.078
19.3.22 13:15;316.446;81.380
19.3.22 13:30;300.009;82.601
19.3.22 13:45;310.296;84.644
19.3.22 14:00;309.573;82.669
19.3.22 14:15;313.102;83.562
19.3.22 14:30;296.524;84.329
19.3.22 14:45;303.931;82.566
19.3.22 15:00;303.575;83.177
19.3.22 15:15;315.693;83.756
19.3.22 15:30;302.643;85.241
19.3.22 15:45;301.195;88.225
19.3.22 16:00;297.988;86.749
19.3.22 16:15;303.703;87.519
19.3.22 16:30;312.888;88.488
19.3.22 16:45;290.606;89.735
19.3.22 17:00;303.967;89.658
19.3.22 17:15;302.887;89.665
19.3.22 17:30;301.719;92.643
19.3.22 17:45;312.508;93.394
19.3.22 18:00;288.623;93.634
19.3.22 18:15;313.220;95.926
19.3.22 18:30;312.010;96.891
19.3.22 18:45;315.342;96.630
19.3.22 19:00;284.176;94.465
19.3.22 19:15;272.928;95.101
19.3.22 19:30;281.205;95.803
19.3.22 19:45;289.526;95.689
19.3.22 20:00;277.047;93.396
19.3.22 20:15;262.499;94.271
19.3.22 20:30;263.388;93.573
19.3.22 20:45;259.885;93.479
19.3.22 21:00;263.010;95.176
19.3.22 21:15;244.405;94.366
19.3.22 21:30;247.166;95.799
19.3.22 21:45;246.499;97.708
19.3.22 22:00;251.845;97.351
19.3.22 22:15;230.304;97.953
19.3.22 22:30;235.805;97.953
19.3.22 22:45;234.048;98.226
19.3.22 23:00;283.211;98.615
19.3.22 23:15;285.305;98.355
19.3.22 23:30;259.445;98.563
19.3.22 23:45;256.697;99.632
20.3.22 0:00;255.879;98.613
20.3.22 0:15;251.223;98.259
20.3.22 0:30;260.041;97.457
20.3.22 0:45;253.874;95.581
20.3.22 1:00;242.514;94.937
20.3.22 1:15;239.334;95.463
20.3.22 1:30;236.388;96.287
20.3.22 1:45;234.182;97.047
20.3.22 2:00;229.564;95.391
20.3.22 2:15;229.566;94.519
20.3.22 2:30;228.118;94.652
20.3.22 2:45;225.025;95.289
20.3.22 3:00;222.529;94.931
20.3.22 3:15;220.338;94.440
20.3.22 3:30;220.320;93.850
20.3.22 3:45;220.915;91.553
20.3.22 4:00;222.917;93.168
20.3.22 4:15;224.177;93.080
20.3.22 4:30;223.802;92.352
20.3.22 4:45;223.651;93.104
20.3.22 5:00;224.369;95.492
20.3.22 5:15;224.659;95.107
20.3.22 5:30;226.911;95.176
20.3.22 5:45;225.756;94.762
20.3.22 6:00;233.323;95.419
20.3.22 6:15;246.497;96.968
20.3.22 6:30;241.728;97.632
20.3.22 6:45;246.213;97.314
20.3.22 7:00;238.962;96.394
20.3.22 7:15;231.076;96.138
20.3.22 7:30;240.125;95.455
20.3.22 7:45;253.872;95.226
20.3.22 8:00;263.305;95.345
20.3.22 8:15;266.859;96.704
20.3.22 8:30;261.004;95.717
20.3.22 8:45;260.110;96.257
20.3.22 9:00;278.303;98.766
20.3.22 9:15;280.505;98.971
20.3.22 9:30;294.907;97.703
20.3.22 9:45;277.835;96.133
20.3.22 10:00;293.534;99.629
20.3.22 10:15;298.209;99.281
20.3.22 10:30;304.780;95.141
20.3.22 10:45;305.495;93.041
20.3.22 11:00;294.827;92.515
20.3.22 11:15;302.754;92.657
20.3.22 11:30;303.089;91.844
20.3.22 11:45;312.417;91.578
20.3.22 12:00;290.891;92.936
20.3.22 12:15;318.102;99.042
20.3.22 12:30;307.254;97.303
20.3.22 12:45;316.422;96.982
20.3.22 13:00;317.950;98.203
20.3.22 13:15;306.311;98.934
20.3.22 13:30;308.966;98.186
20.3.22 13:45;302.833;97.494
20.3.22 14:00;317.525;99.481
20.3.22 14:15;303.115;98.090
20.3.22 14:30;303.848;97.441
20.3.22 14:45;307.520;98.160
20.3.22 15:00;305.279;97.275
20.3.22 15:15;302.766;91.388
20.3.22 15:30;290.998;89.737
20.3.22 15:45;276.147;91.712
20.3.22 16:00;278.133;95.063
20.3.22 16:15;280.969;94.854
20.3.22 16:30;278.550;95.406
20.3.22 16:45;288.077;99.532
20.3.22 17:00;293.617;95.165
20.3.22 17:15;291.637;94.328
20.3.22 17:30;297.077;95.058
20.3.22 17:45;310.951;94.885
20.3.22 18:00;287.711;94.882
20.3.22 18:15;303.829;97.610
20.3.22 18:30;303.500;100.003
20.3.22 18:45;312.596;101.550
20.3.22 19:00;273.583;98.477
20.3.22 19:15;265.398;100.970
20.3.22 19:30;268.108;102.507
20.3.22 19:45;271.978;103.075
20.3.22 20:00;272.285;100.925
20.3.22 20:15;252.963;100.631
20.3.22 20:30;250.448;101.973
20.3.22 20:45;251.380;103.391
20.3.22 21:00;250.734;101.778
20.3.22 21:15;253.232;100.844
20.3.22 21:30;233.188;99.218
20.3.22 21:45;236.594;98.639
20.3.22 22:00;237.458;98.106
20.3.22 22:15;237.501;97.997
20.3.22 22:30;242.693;98.314
20.3.22 22:45;215.403;98.632
20.3.22 23:00;275.167;99.429
20.3.22 23:15;270.967;100.059
20.3.22 23:30;276.204;99.944
20.3.22 23:45;271.642;100.238
21.3.22 0:00;254.457;99.101
21.3.22 0:15;260.404;98.098
21.3.22 0:30;261.300;98.155
21.3.22 0:45;262.419;98.699
21.3.22 1:00;255.574;97.255
21.3.22 1:15;249.312;96.270
21.3.22 1:30;249.509;95.147
21.3.22 1:45;245.366;94.485
21.3.22 2:00;249.045;91.912
21.3.22 2:15;234.699;91.442
21.3.22 2:30;242.164;91.840
21.3.22 2:45;239.974;92.085
21.3.22 3:00;246.037;91.432
21.3.22 3:15;226.431;92.135
21.3.22 3:30;235.250;93.434
21.3.22 3:45;240.009;91.852
21.3.22 4:00;247.398;93.972
21.3.22 4:15;248.355;93.663
21.3.22 4:30;235.589;94.565
21.3.22 4:45;246.284;95.377
21.3.22 5:00;254.390;96.646
21.3.22 5:15;263.747;96.292
21.3.22 5:30;262.378;99.585
21.3.22 5:45;260.709;106.435
21.3.22 6:00;286.012;123.237
21.3.22 6:15;308.678;124.979
21.3.22 6:30;315.268;125.259
21.3.22 6:45;305.902;126.841
21.3.22 7:00;324.472;127.939
21.3.22 7:15;344.932;127.312
21.3.22 7:30;355.057;126.975
21.3.22 7:45;342.536;127.748
21.3.22 8:00;349.884;126.345
21.3.22 8:15;361.832;126.446
21.3.22 8:30;363.503;126.725
21.3.22 8:45;355.478;126.516
21.3.22 9:00;362.801;129.371
21.3.22 9:15;375.484;130.457
21.3.22 9:30;363.097;131.107
21.3.22 9:45;349.398;132.046
21.3.22 10:00;347.519;125.571
21.3.22 10:15;342.550;113.717
21.3.22 10:30;355.978;107.927
21.3.22 10:45;353.052;106.923
21.3.22 11:00;366.602;108.567
21.3.22 11:15;363.154;108.259
21.3.22 11:30;347.297;108.590
21.3.22 11:45;358.363;107.762
21.3.22 12:00;368.642;107.841
21.3.22 12:15;370.974;108.046
21.3.22 12:30;341.884;108.721
21.3.22 12:45;361.086;108.578
21.3.22 13:00;363.577;109.501
21.3.22 13:15;364.872;109.655
21.3.22 13:30;354.266;110.100
21.3.22 13:45;349.962;110.877
21.3.22 14:00;357.236;112.240
21.3.22 14:15;358.353;112.090
21.3.22 14:30;350.367;112.284
21.3.22 14:45;335.948;112.532
21.3.22 15:00;339.359;110.205
21.3.22 15:15;355.856;110.926
21.3.22 15:30;348.654;110.697
21.3.22 15:45;339.372;110.513
21.3.22 16:00;330.961;110.611
21.3.22 16:15;341.363;121.154
21.3.22 16:30;364.064;123.282
21.3.22 16:45;342.000;123.902
21.3.22 17:00;348.504;121.158
21.3.22 17:15;336.898;120.769
21.3.22 17:30;340.930;120.668
21.3.22 17:45;333.831;121.405
21.3.22 18:00;337.412;121.889
21.3.22 18:15;340.175;129.626
21.3.22 18:30;343.948;135.233
21.3.22 18:45;371.649;136.575
21.3.22 19:00;329.981;131.667
21.3.22 19:15;308.447;131.648
21.3.22 19:30;316.329;132.878
21.3.22 19:45;322.768;132.956
21.3.22 20:00;320.905;134.059
21.3.22 20:15;295.723;134.262
21.3.22 20:30;290.494;135.205
21.3.22 20:45;292.573;135.146
21.3.22 21:00;296.558;131.920
21.3.22 21:15;276.313;119.620
21.3.22 21:30;267.853;115.844
21.3.22 21:45;258.722;108.592
21.3.22 22:00;254.269;102.634
21.3.22 22:15;270.182;101.396
21.3.22 22:30;264.483;101.820
21.3.22 22:45;238.697;100.695
21.3.22 23:00;281.418;100.926
21.3.22 23:15;278.818;101.232
21.3.22 23:30;285.386;101.213
21.3.22 23:45;278.710;101.025
22.3.22 0:00;258.376;100.044
22.3.22 0:15;265.847;99.952
22.3.22 0:30;273.517;99.702
22.3.22 0:45;269.302;99.483
22.3.22 1:00;251.714;100.320
22.3.22 1:15;253.791;100.521
22.3.22 1:30;254.721;100.794
22.3.22 1:45;262.885;100.725
22.3.22 2:00;239.266;101.304
22.3.22 2:15;247.162;100.543
22.3.22 2:30;234.676;100.213
22.3.22 2:45;244.304;97.484
22.3.22 3:00;251.690;96.441
22.3.22 3:15;237.428;95.850
22.3.22 3:30;229.818;95.522
22.3.22 3:45;236.587;94.287
22.3.22 4:00;234.785;93.886
22.3.22 4:15;248.187;93.079
22.3.22 4:30;262.451;92.323
22.3.22 4:45;263.645;92.428
22.3.22 5:00;246.961;93.366
22.3.22 5:15;263.459;93.265
22.3.22 5:30;280.312;93.403
22.3.22 5:45;281.501;94.532
22.3.22 6:00;276.225;103.094
22.3.22 6:15;308.197;120.704
22.3.22 6:30;327.794;122.313
22.3.22 6:45;325.052;121.398
22.3.22 7:00;317.651;120.234
22.3.22 7:15;334.322;120.125
22.3.22 7:30;349.633;120.631
22.3.22 7:45;353.466;121.497
22.3.22 8:00;338.531;124.267
22.3.22 8:15;348.974;126.048
22.3.22 8:30;354.232;127.450
22.3.22 8:45;365.863;128.123
22.3.22 9:00;357.011;125.138
22.3.22 9:15;330.796;107.768
22.3.22 9:30;341.019;102.428
22.3.22 9:45;342.748;98.134
22.3.22 10:00;348.646;97.105
22.3.22 10:15;342.392;98.836
22.3.22 10:30;333.131;101.908
22.3.22 10:45;335.037;103.113
22.3.22 11:00;333.531;104.677
22.3.22 11:15;352.315;104.661
22.3.22 11:30;351.829;105.427
22.3.22 11:45;329.116;106.326
22.3.22 12:00;332.539;109.247
22.3.22 12:15;333.905;109.287
22.3.22 12:30;344.592;109.951
22.3.22 12:45;334.280;110.531
22.3.22 13:00;347.032;109.401
22.3.22 13:15;346.957;109.304
22.3.22 13:30;356.413;109.058
22.3.22 13:45;346.910;108.702
22.3.22 14:00;335.078;110.022
22.3.22 14:15;338.630;110.281
22.3.22 14:30;348.552;110.587
22.3.22 14:45;339.752;110.645
22.3.22 15:00;325.661;110.622
22.3.22 15:15;335.970;110.489
22.3.22 15:30;321.845;110.613
22.3.22 15:45;343.820;111.096
22.3.22 16:00;346.971;111.050
22.3.22 16:15;326.791;110.662
22.3.22 16:30;340.079;110.266
22.3.22 16:45;341.485;109.793
22.3.22 17:00;342.242;108.149
22.3.22 17:15;323.697;108.111
22.3.22 17:30;335.088;108.112
22.3.22 17:45;347.914;107.746
22.3.22 18:00;357.569;119.079
22.3.22 18:15;349.124;131.639
22.3.22 18:30;361.974;133.653
22.3.22 18:45;373.775;133.798
22.3.22 19:00;325.007;131.567
22.3.22 19:15;301.995;132.258
22.3.22 19:30;306.550;131.942
22.3.22 19:45;307.080;131.323
22.3.22 20:00;309.677;129.121
22.3.22 20:15;291.663;129.255
22.3.22 20:30;280.361;129.839
22.3.22 20:45;273.988;129.808
22.3.22 21:00;270.886;128.343
22.3.22 21:15;288.624;117.361
22.3.22 21:30;268.412;112.935
22.3.22 21:45;269.388;112.620
22.3.22 22:00;268.101;106.711
22.3.22 22:15;263.496;100.462
22.3.22 22:30;262.333;95.926
22.3.22 22:45;236.444;96.233
22.3.22 23:00;289.301;97.164
22.3.22 23:15;282.440;98.119
22.3.22 23:30;277.358;97.657
22.3.22 23:45;284.179;97.401
23.3.22 0:00;256.150;96.433
23.3.22 0:15;260.490;96.919
23.3.22 0:30;259.739;98.199
23.3.22 0:45;259.476;98.417
23.3.22 1:00;267.785;99.646
23.3.22 1:15;246.503;99.491
23.3.22 1:30;251.033;99.284
23.3.22 1:45;251.251;99.167
23.3.22 2:00;254.388;98.280
23.3.22 2:15;254.100;98.320
23.3.22 2:30;241.798;98.366
23.3.22 2:45;248.634;98.230
23.3.22 3:00;249.276;97.964
23.3.22 3:15;248.057;96.663
23.3.22 3:30;237.427;96.398
23.3.22 3:45;249.965;97.342
23.3.22 4:00;247.619;97.434
23.3.22 4:15;260.124;97.589
23.3.22 4:30;241.806;97.083
23.3.22 4:45;255.438;96.967
23.3.22 5:00;255.967;94.782
23.3.22 5:15;272.951;94.777
23.3.22 5:30;255.726;94.696
23.3.22 5:45;271.435;96.721
23.3.22 6:00;291.816;114.376
23.3.22 6:15;306.802;123.164
23.3.22 6:30;302.195;124.763
23.3.22 6:45;310.506;124.736
23.3.22 7:00;324.453;124.418
23.3.22 7:15;342.620;124.659
23.3.22 7:30;321.202;124.744
23.3.22 7:45;324.131;125.157
23.3.22 8:00;327.562;127.828
23.3.22 8:15;330.462;128.389
23.3.22 8:30;333.463;128.561
23.3.22 8:45;332.856;129.456
23.3.22 9:00;331.362;125.244
23.3.22 9:15;321.734;108.225
23.3.22 9:30;320.865;104.705
23.3.22 9:45;318.314;103.673
23.3.22 10:00;318.800;104.503
23.3.22 10:15;318.588;105.557
23.3.22 10:30;318.929;105.827
23.3.22 10:45;320.073;106.059
23.3.22 11:00;324.299;111.183
23.3.22 11:15;323.612;110.870
23.3.22 11:30;325.055;111.361
23.3.22 11:45;325.359;112.200
23.3.22 12:00;328.397;114.425
23.3.22 12:15;328.108;114.152
23.3.22 12:30;329.168;113.853
23.3.22 12:45;327.281;112.788
23.3.22 13:00;325.371;111.197
23.3.22 13:15;324.376;111.543
23.3.22 13:30;322.187;111.611
23.3.22 13:45;320.326;111.139
23.3.22 14:00;318.672;110.117
23.3.22 14:15;324.468;109.632
23.3.22 14:30;326.756;110.258
23.3.22 14:45;333.352;111.344
23.3.22 15:00;334.735;112.893
23.3.22 15:15;342.701;112.353
23.3.22 15:30;322.786;111.833
23.3.22 15:45;333.038;112.177
23.3.22 16:00;333.734;111.926
23.3.22 16:15;342.587;111.504
23.3.22 16:30;323.771;111.833
23.3.22 16:45;334.470;111.895
23.3.22 17:00;334.403;107.650
23.3.22 17:15;332.063;105.838
23.3.22 17:30;340.709;105.927
23.3.22 17:45;321.503;105.456
23.3.22 18:00;339.387;109.295
23.3.22 18:15;334.527;126.827
23.3.22 18:30;349.101;130.154
23.3.22 18:45;341.025;131.114
23.3.22 19:00;295.986;130.449
23.3.22 19:15;305.698;132.558
23.3.22 19:30;319.546;134.243
23.3.22 19:45;313.838;134.718
23.3.22 20:00;295.133;132.520
23.3.22 20:15;304.121;132.419
23.3.22 20:30;299.540;132.320
23.3.22 20:45;300.263;132.653
23.3.22 21:00;280.573;133.604
23.3.22 21:15;274.073;133.162
23.3.22 21:30;272.861;134.224
23.3.22 21:45;270.396;134.534
23.3.22 22:00;268.510;126.941
23.3.22 22:15;243.990;110.510
23.3.22 22:30;250.638;104.641
23.3.22 22:45;256.395;103.435
23.3.22 23:00;291.926;102.372
23.3.22 23:15;266.812;101.629
23.3.22 23:30;272.673;101.241
23.3.22 23:45;279.601;101.682
24.3.22 0:00;276.677;101.024
24.3.22 0:15;246.810;101.255
24.3.22 0:30;251.747;100.534
24.3.22 0:45;254.498;100.172
24.3.22 1:00;261.726;100.678
24.3.22 1:15;249.506;99.785
24.3.22 1:30;231.007;99.911
24.3.22 1:45;243.753;99.702
24.3.22 2:00;251.361;100.657
24.3.22 2:15;253.181;100.853
24.3.22 2:30;233.957;100.670
24.3.22 2:45;238.840;100.065
24.3.22 3:00;248.469;101.380
24.3.22 3:15;253.951;100.610
24.3.22 3:30;239.341;100.938
24.3.22 3:45;239.689;101.289
24.3.22 4:00;242.841;99.693
24.3.22 4:15;254.259;98.142
24.3.22 4:30;244.682;97.140
24.3.22 4:45;242.977;97.840
24.3.22 5:00;252.173;99.027
24.3.22 5:15;270.224;98.384
24.3.22 5:30;265.843;97.491
24.3.22 5:45;264.944;97.059
24.3.22 6:00;271.507;104.850
24.3.22 6:15;281.327;110.049
24.3.22 6:30;309.341;118.339
24.3.22 6:45;313.007;120.130
24.3.22 7:00;300.037;120.843
24.3.22 7:15;314.806;112.931
24.3.22 7:30;324.333;109.755
24.3.22 7:45;333.125;110.640
24.3.22 8:00;340.448;112.275
24.3.22 8:15;324.749;112.641
24.3.22 8:30;334.855;113.097
24.3.22 8:45;340.749;114.593
24.3.22 9:00;342.449;112.385
24.3.22 9:15;338.206;107.098
24.3.22 9:30;326.404;103.596
24.3.22 9:45;320.433;104.583
24.3.22 10:00;335.818;107.249
24.3.22 10:15;349.798;106.143
24.3.22 10:30;346.122;106.275
24.3.22 10:45;321.883;106.552
24.3.22 11:00;333.716;108.841
24.3.22 11:15;349.954;108.483
24.3.22 11:30;354.548;108.474
24.3.22 11:45;338.382;108.710
24.3.22 12:00;335.224;108.465
24.3.22 12:15;352.972;108.758
24.3.22 12:30;356.305;108.883
24.3.22 12:45;341.603;109.186
24.3.22 13:00;340.577;109.051
24.3.22 13:15;346.687;107.888
24.3.22 13:30;355.256;107.853
24.3.22 13:45;337.256;108.327
24.3.22 14:00;333.845;106.834
24.3.22 14:15;332.149;107.696
24.3.22 14:30;346.222;107.747
24.3.22 14:45;331.715;107.484
24.3.22 15:00;325.329;107.437
24.3.22 15:15;343.997;107.576
24.3.22 15:30;343.212;108.072
24.3.22 15:45;322.825;105.729
24.3.22 16:00;324.616;100.841
24.3.22 16:15;340.844;101.220
24.3.22 16:30;334.827;100.554
24.3.22 16:45;312.610;99.767
24.3.22 17:00;329.661;110.243
24.3.22 17:15;334.409;124.692
24.3.22 17:30;354.575;130.061
24.3.22 17:45;332.157;132.806
24.3.22 18:00;347.692;131.663
24.3.22 18:15;360.208;131.514
24.3.22 18:30;357.160;131.396
24.3.22 18:45;333.909;130.639
24.3.22 19:00;320.280;126.956
24.3.22 19:15;333.396;126.111
24.3.22 19:30;327.320;127.022
24.3.22 19:45;302.329;127.673
24.3.22 20:00;321.064;128.309
24.3.22 20:15;319.986;128.703
24.3.22 20:30;297.150;128.908
24.3.22 20:45;285.359;128.612
24.3.22 21:00;298.685;121.449
24.3.22 21:15;294.650;113.537
24.3.22 21:30;263.922;113.445
24.3.22 21:45;279.476;113.342
24.3.22 22:00;276.383;112.738
24.3.22 22:15;268.943;106.375
24.3.22 22:30;241.304;101.506
24.3.22 22:45;248.034;101.286
24.3.22 23:00;282.395;100.456
24.3.22 23:15;281.465;100.266
24.3.22 23:30;276.483;99.940
24.3.22 23:45;251.835;99.805
25.3.22 0:00;263.151;98.658
25.3.22 0:15;266.177;99.097
25.3.22 0:30;263.083;99.449
25.3.22 0:45;252.984;99.340
25.3.22 1:00;231.998;98.771
25.3.22 1:15;234.942;98.765
25.3.22 1:30;228.888;99.013
25.3.22 1:45;237.578;98.852
25.3.22 2:00;253.777;99.009
25.3.22 2:15;245.962;98.477
25.3.22 2:30;228.880;99.164
25.3.22 2:45;224.083;99.293
25.3.22 3:00;222.340;99.904
25.3.22 3:15;224.026;98.799
25.3.22 3:30;224.401;98.480
25.3.22 3:45;223.579;98.779
25.3.22 4:00;225.098;97.743
25.3.22 4:15;225.547;97.451
25.3.22 4:30;227.063;97.877
25.3.22 4:45;230.401;96.726
25.3.22 5:00;232.393;96.673
25.3.22 5:15;236.558;95.551
25.3.22 5:30;239.965;95.385
25.3.22 5:45;244.300;95.314
25.3.22 6:00;255.970;104.470
25.3.22 6:15;272.010;110.855
25.3.22 6:30;278.696;109.112
25.3.22 6:45;284.224;107.948
25.3.22 7:00;295.390;112.282
25.3.22 7:15;307.794;122.810
25.3.22 7:30;316.164;125.460
25.3.22 7:45;317.648;125.301
25.3.22 8:00;319.905;127.098
25.3.22 8:15;321.807;127.645
25.3.22 8:30;324.437;127.465
25.3.22 8:45;317.180;128.115
25.3.22 9:00;316.298;120.807
25.3.22 9:15;320.781;111.869
25.3.22 9:30;320.403;107.589
25.3.22 9:45;319.995;105.770
25.3.22 10:00;336.799;106.637
25.3.22 10:15;352.010;101.292
25.3.22 10:30;356.508;100.623
25.3.22 10:45;333.730;99.967
25.3.22 11:00;338.102;93.035
25.3.22 11:15;348.448;87.100
25.3.22 11:30;348.429;81.807
25.3.22 11:45;316.089;75.371
25.3.22 12:00;332.999;74.775
25.3.22 12:15;342.570;72.018
25.3.22 12:30;337.985;68.850
25.3.22 12:45;311.604;67.413
25.3.22 13:00;324.155;65.710
25.3.22 13:15;338.071;66.524
25.3.22 13:30;339.112;67.469
25.3.22 13:45;319.266;65.664
25.3.22 14:00;317.072;66.586
25.3.22 14:15;332.059;66.067
25.3.22 14:30;333.350;70.243
25.3.22 14:45;310.541;83.420
25.3.22 15:00;323.661;93.468
25.3.22 15:15;336.425;102.059
25.3.22 15:30;324.337;107.021
25.3.22 15:45;306.647;110.889
25.3.22 16:00;327.423;116.004
25.3.22 16:15;341.406;115.534
25.3.22 16:30;331.452;115.455
25.3.22 16:45;309.097;115.689
25.3.22 17:00;317.721;113.819
25.3.22 17:15;334.412;114.524
25.3.22 17:30;339.779;114.213
25.3.22 17:45;326.365;114.269
25.3.22 18:00;323.756;111.590
25.3.22 18:15;341.318;111.744
25.3.22 18:30;338.748;110.638
25.3.22 18:45;318.389;110.031
25.3.22 19:00;305.941;108.109
25.3.22 19:15;314.130;109.068
25.3.22 19:30;307.187;108.781
25.3.22 19:45;296.951;108.635
25.3.22 20:00;307.372;107.615
25.3.22 20:15;299.685;107.346
25.3.22 20:30;270.965;107.296
25.3.22 20:45;259.636;108.124
25.3.22 21:00;258.628;107.159
25.3.22 21:15;257.996;104.532
25.3.22 21:30;261.626;101.111
25.3.22 21:45;273.351;99.560
25.3.22 22:00;256.474;96.381
25.3.22 22:15;249.865;96.543
25.3.22 22:30;256.484;97.246
25.3.22 22:45;247.765;97.472
25.3.22 23:00;269.786;96.359
25.3.22 23:15;250.322;95.587
25.3.22 23:30;256.965;85.162
25.3.22 23:45;253.648;80.132
26.3.22 0:00;261.531;80.410
26.3.22 0:15;237.592;81.048
26.3.22 0:30;234.243;81.363
26.3.22 0:45;240.873;81.271
26.3.22 1:00;248.739;80.529
26.3.22 1:15;224.290;80.086
26.3.22 1:30;226.617;79.380
26.3.22 1:45;214.910;80.063
26.3.22 2:00;222.639;80.295
26.3.22 2:15;209.277;80.162
26.3.22 2:30;207.884;79.895
26.3.22 2:45;231.649;79.494
26.3.22 3:00;228.656;80.074
26.3.22 3:15;211.020;80.527
26.3.22 3:30;222.728;80.039
26.3.22 3:45;230.518;80.868
26.3.22 4:00;230.070;80.153
26.3.22 4:15;212.873;80.523
26.3.22 4:30;220.153;80.122
26.3.22 4:45;221.386;80.619
26.3.22 5:00;230.824;81.182
26.3.22 5:15;227.554;80.910
26.3.22 5:30;217.505;81.125
26.3.22 5:45;228.262;81.483
26.3.22 6:00;236.238;84.398
26.3.22 6:15;241.796;83.795
26.3.22 6:30;215.536;83.272
26.3.22 6:45;218.906;82.675
26.3.22 7:00;237.590;83.497
26.3.22 7:15;246.135;82.594
26.3.22 7:30;249.346;82.048
26.3.22 7:45;246.888;77.392
26.3.22 8:00;246.558;70.450
26.3.22 8:15;258.534;68.745
26.3.22 8:30;274.303;68.930
26.3.22 8:45;270.933;68.573
26.3.22 9:00;265.619;70.655
26.3.22 9:15;279.931;69.029
26.3.22 9:30;291.338;68.119
26.3.22 9:45;298.657;68.188
26.3.22 10:00;284.711;71.628
26.3.22 10:15;277.234;72.668
